commit_message,date,lines_added,author,repo,week,year,year_week,commits_per_week,sentiment_score,burnout_label
"[dynamo] Fix cuda_stream pointer extraction for generic torch.Stream (#180623)

Fixes #180179

## [dynamo] Fix cuda_stream pointer extraction for generic torch.Stream

### Summary
I noticed that `torch.compile` narrows `torch.cuda.Stream` down to generic `torch.Stream` objects during tracing. This is a problem because generic streams don't have the `.cuda_stream` property, so Dynamo falls back to returning the `stream_id` (a small int like `3`) instead of the actual hardware pointer. This leads to segfaults or ""illegal memory access"" errors when that integer is passed into a CUDA kernel expecting a real `cudaStream_t` address.

### Fix
I updated the logic in `CudaStreamVariable.var_getattr` to use a `hasattr` check instead of a strict type check, which lets us handle narrowed or proxied stream objects. I also added a recovery path that pulls the hardware pointer from the current CUDA context if the attribute is missing, while ensuring the default stream (ID 0) still returns a literal 0 to maintain parity with Eager mode and avoid breaking existing behavior.

### Testing
Added `test/dynamo/test_stream_pointer.py` to cover a few cases and verified that the compiled pointer matches the eager pointer for custom streams. Also verified whether the returned value is a real memory address (not just a truncated ID). It avoids issues from #173172 too.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180623
Approved by: https://github.com/mlazos",2026-04-20 22:59:41+00:00,35,unknown,pytorch/pytorch,17,2026,2026-17,1,0.1779,High Burnout
"[CI][Build] Goodbye Bazel (#180883)

It was an interesting attempt, but it was never broadly adopted and right now depends on some antiquated Bazel-6, while upstream things have already moved to Bazel-9

Logical followup after https://github.com/pytorch/pytorch/pull/150066 and https://github.com/pytorch/pytorch/pull/140659 that slowly descreased bazel test surface

Fixes https://github.com/pytorch/pytorch/issues/180469

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180883
Approved by: https://github.com/seemethere, https://github.com/ZainRizvi, https://github.com/Skylion007, https://github.com/huydhn, https://github.com/atalman, https://github.com/mlazos",2026-04-20 21:06:54+00:00,149,Nikita Shulga,pytorch/pytorch,17,2026,2026-17,3,0.765,Low Burnout
"[torch.compile] Add torch.compiler.set_default_backend (#178944)

Addresses https://github.com/pytorch/pytorch/issues/178930

Allow overriding the default torch.compile backend globally so that out-of-tree backend authors don't need to pass `backend=` at every call site. Follows the same pattern as `torch.set_default_dtype` and `torch.set_default_device`. Explicit `backend= arguments to torch.compile still take precedence.

Usage:

```python
import torch

torch.compiler.set_default_backend(""my_custom_backend"")
compiled_model = torch.compile(model)  # uses ""my_custom_backend""

torch.compiler.set_default_backend(None)
```

Pull Request resolved: https://github.com/pytorch/pytorch/pull/178944
Approved by: https://github.com/anijain2305, https://github.com/williamwen42, https://github.com/mlazos",2026-04-20 21:45:18+00:00,103,angelayi,pytorch/pytorch,17,2026,2026-17,1,0.4019,High Burnout
"[Inductor] Add batch-invariant accuracy mode for benchmark perf tests (#180610)

Adds a new `--batch-invariant` accuracy mode to the dynamo benchmark harness and wires it into the nightly H100 inductor dashboard.

For a model with full batch size N, the mode runs the compiled forward at N, N/2, N/4, ..., 1, and for each smaller size checks that the output is bitwise equal to the full-batch reference sliced down to that size. A

The plan is to land this first so we have continuous dashboard signal, then drive model pass-rates up by fixing the underlying inductor issues model-by-model.

CI:

- `.ci/pytorch/test.sh` dispatches the accuracy run whenever `DASHBOARD_TAG` contains `batch_invariant_accuracy-true`.

Co-authored-by: Claude

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180610
Approved by: https://github.com/jansel",2026-04-20 02:26:37+00:00,217,karthickai,pytorch/pytorch,17,2026,2026-17,4,0.5423,Low Burnout
"Revert ""[CI][Build] Goodbye Bazel (#180883)""

This reverts commit e361471b2e5dac0bfc7c947f4c272825b9d6c8d8.

Reverted https://github.com/pytorch/pytorch/pull/180883 on behalf of https://github.com/malfet due to I want to delete few more files, per @albanD suggestion ([comment](https://github.com/pytorch/pytorch/pull/180883#issuecomment-4284197732))",2026-04-20 20:53:04+00:00,2703,PyTorch MergeBot,pytorch/pytorch,17,2026,2026-17,13,0.3612,Low Burnout
"[BE]: Enable clang-tidy on c10::SmallVector reserves to reduce reallocs (#180777)

We can extend clang-tidy to properly consider this VectorLIke class. Fixes authored by Claude improved by me
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180777
Approved by: https://github.com/cyyever, https://github.com/malfet",2026-04-20 20:49:45+00:00,15,Aaron Gokaslan,pytorch/pytorch,17,2026,2026-17,1,0.8074,High Burnout
"[dynamo][refactor] Reparent DefaultDictVariable to UserDefinedDictVariable (#180174)

Reparent DefaultDictVariable from ConstDictVariable to
UserDefinedDictVariable, following the same pattern as
OrderedDictVariable. Dict storage is delegated to _base_vt.

default_factory is modeled as a VT field (mirroring CPython's C struct)
and tracked via store_attr for reconstruction.

Also fixes codegen for UserDefinedDictVariable mutations
(should_reconstruct_all) and relaxes is_supported_factory to accept any
callable, not just builtins.

Authored with Claude.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180174
Approved by: https://github.com/Lucaskabela, https://github.com/azahed98",2026-04-20 17:37:58+00:00,281,Animesh Jain,pytorch/pytorch,17,2026,2026-17,4,0.8225,Low Burnout
"[ROCm][CI] Modify permissions in nightly workflow (#180877)

Updated permissions for GitHub Actions workflow to specify id-token and contents access.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180877
Approved by: https://github.com/jeffdaily",2026-04-20 20:42:56+00:00,8,amdfaa,pytorch/pytorch,17,2026,2026-17,1,0.5423,High Burnout
"[CI][Build] Goodbye Bazel (#180883)

It was an interesting attempt, but it was never broadly adopted and right now depends on some antiquated Bazel-6, while upstream things have already moved to Bazel-9

Logical followup after https://github.com/pytorch/pytorch/pull/150066 and https://github.com/pytorch/pytorch/pull/140659 that slowly descreased bazel test surface

Fixes https://github.com/pytorch/pytorch/issues/180469

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180883
Approved by: https://github.com/seemethere, https://github.com/ZainRizvi, https://github.com/Skylion007, https://github.com/huydhn, https://github.com/atalman",2026-04-20 20:03:00+00:00,149,Nikita Shulga,pytorch/pytorch,17,2026,2026-17,3,0.765,Low Burnout
"[dynamo] Fix duplicated-word typos in comments and docstrings (#180609)

Authored with Claude.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180609
Approved by: https://github.com/Lucaskabela, https://github.com/Skylion007",2026-04-20 15:33:22+00:00,6,Frederik Gossen,pytorch/pytorch,17,2026,2026-17,3,0.5423,Low Burnout
"Fix FakeProcessGroup collectives leaving output uninitialized (#178078)

All non-trivial FakeProcessGroup collectives now copy input to output
following single-rank semantics (rank 0 communicating with itself),
instead of being no-ops that leave output buffers uninitialized.

Fixed collectives:
- allgather_coalesced: copy input tensors to all output slots
- gather: copy input to output on root rank
- scatter: copy rank's input slot to output
- reduce_scatter: copy rank's chunk from input to output
- _reduce_scatter_base: copy rank's chunk to output
- reduce_scatter_tensor_coalesced: copy rank's chunk per tensor
- alltoall_base: copy input buffer to output buffer
- alltoall: copy input tensors to output tensors

This enables single-process validation of distributed code (e.g.
FSDP, MoE expert parallelism) without NaN from uninitialized memory.
Pull Request resolved: https://github.com/pytorch/pytorch/pull/178078
Approved by: https://github.com/xmfan",2026-04-17 04:23:35+00:00,263,Yidi Wu,pytorch/pytorch,16,2026,2026-16,2,0.5106,High Burnout
"Make Generator an Opaque Object (#179661)

### Summary

Replaces the `OpaqueGenerator` Python wrapper from  #179658 by making
`torch._C.Generator` itself a proper opaque reference type. This eliminates the
wrapper class entirely.

C++ changes to `THPGenerator`:
- Set `OpaqueBaseMeta` as the metaclass (same pattern as `ProcessGroup`)
- Add weakref support (`tp_weaklistoffset` + `weakreflist` field)
- Add `tp_richcompare` (identity-based `__eq__`/`__ne__`)
- Add `tp_hash` (identity-based)
- Add `__fx_repr__` method for FX codegen

Also fixes `THPModule_addDocStr` to use `PyType_Check(obj)` instead of
`Py_TYPE(obj) == &PyType_Type`, since Generator's metaclass is now
`OpaqueBaseMeta` rather than `type`.

With these changes, `torch._C.Generator` is registered directly via
`register_opaque_type(torch._C.Generator, typ=""value"")` and flows through
`make_fx`, FX codegen, and the repro infrastructure without any wrapper.

Authored with Claude.

### Test plan

- `python test/dynamo/test_after_aot.py` (all 6 tests)
- `python test/inductor/test_torchinductor.py -k test_randn_generator_cuda`
- `python test/test_opaque_obj_v2.py TestOpaqueGenerator` (make_fx + correctness)
- ` python test/test_torch.py -k test_pickle_generator` (generator can be pickled)
- `python test/dynamo/test_dynamic_shapes.py -k test_user_getattr1_dynamic_shapes`
- `python agent_space/repro.py` (end-to-end repro)
- `python test/test_fx.py -k test_impure_random` (Generator is a C type, it has __init__ without __code__)
- `python test/dynamo/test_misc.py -k test_torch_generator_initial_seed`

Pull Request resolved: https://github.com/pytorch/pytorch/pull/179661
Approved by: https://github.com/angelayi",2026-04-20 19:52:14+00:00,155,Shangdi Yu,pytorch/pytorch,17,2026,2026-17,5,0.7351,Low Burnout
"[DTensor] Register sharding strategies for upsample/interpolation backward ops (#180311)

Register DTensor sharding strategies for all `F.interpolate` / upsample backward ops. The forward ops already had strategies registered in `interp_upsample_1out_1in_strategy`, but the corresponding backward ops were missing, causing `NotImplementedError` during `loss.backward()` when a DTensor flows through `F.interpolate`.

This was discovered while devloping Qwen3-VL in torchtitan, where a learnable position embedding (DTensor with `Replicate` placement) passes through `F.interpolate(mode='bilinear')` for resolution-adaptive position encoding. Forward worked, backward crashed: `NotImplementedError: Operator aten.upsample_bilinear2d_backward.default does not have a sharding strategy registered`.

Test plan
 - `python test/distributed/tensor/test_math_ops.py -k test_interpolation_upsample_ops`. 2 tests, 18 subtests, all pass
 - Verified end-to-end in torchtitan Qwen3-VL training with `F.interpolate` on DTensor parameters (forward + backward)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180311
Approved by: https://github.com/zpcore",2026-04-20 19:33:03+00:00,76,Shuhua Yu,pytorch/pytorch,17,2026,2026-17,1,0.4497,High Burnout
"[cuDNN][SDPA] Don't route to cuDNN SDPA for batch size or head dim > 65536 (#180718)

https://github.com/pytorch/pytorch/pull/180617 added a test that exercises batch size > 65536 exposing a failure

authored with claude

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180718
Approved by: https://github.com/drisspg, https://github.com/jansel, https://github.com/Skylion007",2026-04-20 19:26:50+00:00,22,eqy,pytorch/pytorch,17,2026,2026-17,1,-0.2263,High Burnout
"[Profiler] Remove references to _KinetoProfile in public docs (#180672)

When I'm looking at the docs, the first reference is to `_KinetoProfile`, which is pretty confusing. This is just the internal base class for `torch.profiler.profile`. I remove that entry from the docs, and update `torch.profiler.profile` to contain all inherited members of the base class as well.

Also taking this opportunity to improve some docstrings that I think could use more flavor and add some documentation for `custom_trace_id_callback`.

Demo:

Local build of the docs shows `torch.profiler.profile` as the top object

<img width=""1296"" height=""804"" alt=""image"" src=""https://github.com/user-attachments/assets/c93a026f-1660-40cd-8a30-eec02a9f2b0f"" />

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180672
Approved by: https://github.com/scotts",2026-04-20 19:24:27+00:00,14,Ryan Zhang,pytorch/pytorch,17,2026,2026-17,2,0.9306,High Burnout
"[ROCm][UT] Remove previously retained Triton 3.7 skip for torchinductor_opinfo test (#179856)

Remove the intentionally retained `@skipIfRocm(msg=\""Fails with Triton 3.7 on MI200\"")` decorator from `test_torchinductor_opinfo.py::TestInductorOpInfo.test_comprehensive`.

The NEW FAILURE reported by CI is due to the shard timing out because the sharding logic is using an unrealistic time in [test_times.json](https://raw.githubusercontent.com/pytorch/test-infra/refs/heads/generated-stats/stats/test-times.json). Note that this is enabling several thousands UT. The test_torchinductor_opinfo is completing, but there are several restarts due to hitting the 30 minute mark.

test_torchinductor_opinfo summary below (from a previous run):
```
MI300:
- PASSED: 3549
- SKIPPED: 715
- XFAILED: 53
- FAILED/ERROR: 0
```

```
MI355:

- PASSED: 3293
- SKIPPED: 751
- XFAILED: 74
- FAILED/ERROR: 0
```

After rebase, the latest runs also ran test_torchinductor_opinfo successfully: [rocm-mi300](https://github.com/pytorch/pytorch/actions/runs/24598305023/job/71933767526) and [rocm-mi355](https://github.com/pytorch/pytorch/actions/runs/24598305307)

Made with [Cursor](https://cursor.com)

Related PRs:
https://github.com/pytorch/pytorch/pull/174896
https://github.com/pytorch/pytorch/pull/178450
https://github.com/pytorch/pytorch/pull/178559
https://github.com/pytorch/pytorch/pull/179794

Pull Request resolved: https://github.com/pytorch/pytorch/pull/179856
Approved by: https://github.com/jeffdaily, https://github.com/atalman",2026-04-20 19:22:36+00:00,0,Nichols A. Romero,pytorch/pytorch,17,2026,2026-17,1,0.824,High Burnout
"Revert ""Make Generator an Opaque Object (#179661)""

This reverts commit 3fa6c02521fa7d10d1bdb840dfe77c68bf49be14.

Reverted https://github.com/pytorch/pytorch/pull/179661 on behalf of https://github.com/pytorch-auto-revert due to Reverted automatically by pytorch's autorevert, to avoid this behaviour add the tag autorevert: disable ([comment](https://github.com/pytorch/pytorch/pull/179661#issuecomment-4283639775))",2026-04-20 19:22:36+00:00,21,PyTorch MergeBot,pytorch/pytorch,17,2026,2026-17,13,0.0,Low Burnout
"Make Generator an Opaque Object (#179661)

### Summary

Replaces the `OpaqueGenerator` Python wrapper from  #179658 by making
`torch._C.Generator` itself a proper opaque reference type. This eliminates the
wrapper class entirely.

C++ changes to `THPGenerator`:
- Set `OpaqueBaseMeta` as the metaclass (same pattern as `ProcessGroup`)
- Add weakref support (`tp_weaklistoffset` + `weakreflist` field)
- Add `tp_richcompare` (identity-based `__eq__`/`__ne__`)
- Add `tp_hash` (identity-based)
- Add `__fx_repr__` method for FX codegen

Also fixes `THPModule_addDocStr` to use `PyType_Check(obj)` instead of
`Py_TYPE(obj) == &PyType_Type`, since Generator's metaclass is now
`OpaqueBaseMeta` rather than `type`.

With these changes, `torch._C.Generator` is registered directly via
`register_opaque_type(torch._C.Generator, typ=""value"")` and flows through
`make_fx`, FX codegen, and the repro infrastructure without any wrapper.

Authored with Claude.

### Test plan

- `python test/dynamo/test_after_aot.py` (all 6 tests)
- `python test/inductor/test_torchinductor.py -k test_randn_generator_cuda`
- `python test/test_opaque_obj_v2.py TestOpaqueGenerator` (make_fx + correctness)
- ` python test/test_torch.py -k test_pickle_generator` (generator can be pickled)
- `python test/dynamo/test_dynamic_shapes.py -k test_user_getattr1_dynamic_shapes`
- `python agent_space/repro.py` (end-to-end repro)
- `python test/test_fx.py -k test_impure_random` (Generator is a C type, it has __init__ without __code__)
- `python test/dynamo/test_misc.py -k test_torch_generator_initial_seed`

Pull Request resolved: https://github.com/pytorch/pytorch/pull/179661
Approved by: https://github.com/angelayi",2026-04-18 00:48:47+00:00,155,Shangdi Yu,pytorch/pytorch,16,2026,2026-16,1,0.7351,High Burnout
"[inductor] Fix torch.compile crash on cumsum with broadcast input when scan dim >= 129 (#180369)

Fixes https://github.com/pytorch/pytorch/issues/180221

SplitScan kernels set `no_x_dim=True`, so the ""x"" range tree gets `tensor_dim=None`. When a broadcast variable (e.g. bias) references this tree, `get_block_shape` does `shape[None]` and crashes with TypeError.

Fix: treat `tensor_dim=None` as scalar shape `()` in `get_block_shape`, matching how other scalar symbols (e.g. `SymT.SIZE`) are handled.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180369
Approved by: https://github.com/jansel, https://github.com/mlazos",2026-04-20 18:40:51+00:00,18,Liqiang Lu,pytorch/pytorch,17,2026,2026-17,3,0.5423,Low Burnout
"[profiler] Add profiler chrome trace validator with rules (#177947)

Adds a trace validator (`torch.profiler._trace_validator`) that checks Chrome traces emitted by `torch.profiler` against rules derived from production issues. Each rule is a standalone function that takes a list of trace events and returns violations.

  Rules implemented:
  1. **GPU kernel causality** — GPU kernel must start at or after its `cudaLaunchKernel`
  2. **Stream wait corr_id populated** — Stream Wait / Event Sync events must have valid `wait_on_cuda_event_record_corr_id`
  3. **Stream sync overlap** — `StreamSynchronize` must not overlap running kernels on the same stream
  4. **Stream wait corr_id in past** — `wait_on_cuda_event_record_corr_id` must reference a past `cudaEventRecord`
  5. **NCCL metadata completeness** — `record_param_comms` events must carry collective name, dtype, msg nelems, and group size
  6. **Backward seq_id uniqueness** — each `Sequence number` maps to at most one backward op

  Tests use two strategies:
  - **Synthetic** (`TestTraceValidatorRules`) — hand-crafted events for NCCL metadata (rule 5), the only rule not exercised by real traces (no NCCL events in single-GPU payloads).
  - **E2E** (`TestTraceValidatorE2E`) — profiles a ResNet50 training loop and a multi-stream/CUDA-events workload once in `setUpClass`, then validates each rule against both real traces.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/177947
Approved by: https://github.com/scotts",2026-04-20 18:31:40+00:00,606,Jiannan Wang,pytorch/pytorch,17,2026,2026-17,1,0.3612,High Burnout
"[CI] Fix target-determination-indexer pytorch checkout path (#180711)

setup-linux now checks out pytorch directly into GITHUB_WORKSPACE rather than a pytorch/ subdir, which breaks the indexer at llm-target-determinator@v0.0.2 — its config.py hardcodes project_dir = REPO_ROOT.parent / ""pytorch"", so os.walk finds zero files and torch.cat([]) throws ""expected a non-empty list of Tensors"".

Remap the container layout with three bind mounts so the pytorch tree lives under /var/lib/jenkins/workspace/pytorch and codellama / llm-target-determinator remain as siblings, matching what the external v0.0.2 config expects. The docker exec path is adjusted to pytorch/.github/scripts/td_llm_indexer.sh since .github/ is now under the pytorch subpath.

Fixes https://github.com/meta-pytorch/pytorch-gha-infra/issues/1096

### Testing

https://github.com/pytorch/pytorch/actions/runs/24583816298
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180711
Approved by: https://github.com/Skylion007, https://github.com/mlazos",2026-04-20 18:18:56+00:00,7,Huy Do,pytorch/pytorch,17,2026,2026-17,1,0.5423,High Burnout
"Correct the Repo Name in allowlist.yaml (#180794)

Plugin repo address of Ascend NPU should be `Ascend/pytorch` rather than `ascend/pytorch`
The link is [here](https://github.com/Ascend/pytorch)
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180794
Approved by: https://github.com/ZainRizvi",2026-04-20 06:40:28+00:00,1,fffrog,pytorch/pytorch,17,2026,2026-17,1,0.5423,High Burnout
"[MPS] fix lstm train/eval error (#180873)

Fixes #180744
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180873
Approved by: https://github.com/malfet",2026-04-20 17:25:31+00:00,22,Isalia20,pytorch/pytorch,17,2026,2026-17,1,0.2023,High Burnout
"Revert ""[CI] Remove runtime Chocolatey installs from Windows CI"" (#180878)

This reverts commit 3a893377d9a20da8fe945f691c718fc642c05987.",2026-04-20 17:22:26+00:00,7,Zain Rizvi,pytorch/pytorch,17,2026,2026-17,3,0.296,Low Burnout
"[inductor][estimations] profile guided estimation option for runtime estimations (#179133)

Introducing profile-guided estimation (PGE) to the overlap scheduler, that can be used for any other place that needs estimations fx.Node -> float.

Uses actual kernel durations from torch.profiler Chrome Trace files instead of analytical models for overlap scheduling decisions.

This will be deterministic behavior without benchmarking and having real timings from profile.

Supported

Collectives:
  - pg is detected by stride of the ranks (mesh dimension), peak bandwidth is determined from the collective of the max size.

Compute:
- Matmuls mm, addmm, bmm - shapes extracted and FLOP interpolation
- SDPA (flash/cudnn attention)-  shape based FLOP interpolation

```
torch._inductor.config.aten_distributed_optimizations.profile_guided_estimations_profile_path = ""profile.json""
```

Pull Request resolved: https://github.com/pytorch/pytorch/pull/179133
Approved by: https://github.com/eellison",2026-04-20 08:43:07+00:00,1195,IvanKobzarev,pytorch/pytorch,17,2026,2026-17,2,0.2344,High Burnout
"[CI] Remove runtime Chocolatey installs from Windows CI

Remove the runtime `choco upgrade cmake` from build_pytorch.bat and
`choco install handle` from setup-win/action.yml. Both are now
pre-installed on the Windows AMI (pytorch/test-infra#7986).

cmake 3.27.9 with ADD_CMAKE_TO_PATH=System is required for MKL
detection. handle.exe (Sysinternals) is used for file lock diagnostics
in setup/teardown. Previously these were installed at runtime from the
Chocolatey CDN, which had 3 outages in 2 weeks causing false CI
failures (pytorch-gha-infra#1044, #1049, #1078).

DO NOT LAND until the new AMI from pytorch/test-infra#7986 is built
and rolled out.",2026-04-20 17:09:59+00:00,4,Zain Rizvi,pytorch/pytorch,17,2026,2026-17,3,-0.4588,Low Burnout
"[torchelastic] Start health check server before remote_pre_launch in APF executor (#180543) (#180543)

Summary:

This diff moves the health check server start even earlier — into the APF executor's `execute()` method, before `remote_pre_launch_func()` is called. The pre-created server is threaded through `ElasticScheduler` → `elastic_launch` → `launch_agent` → `LocalElasticAgent`. If a server is already provided, `launch_agent()` skips creating a new one. The `_AliveCallbackProxy` is retrieved from the server via the new `alive_callback` property, keeping the API surface to a single `health_check_server` parameters.

Test Plan:
Validated on MAST job `aps-aps-hc_before_prelaunch_test_v2-60625f29e1` (perevent_cvr model, 2 hosts x 8 GPUs, GRANDTETON cluster, entitlement oncall_ads_model_platform). Job completed successfully in 12m 49s.

Existing unit tests pass unchanged — all new params are optional with None defaults:
buck test fbcode//caffe2/test/distributed/elastic/agent/server/test/fb:local_elastic_agent_fb_internal_test

Reviewed By: d4l3k, sahshah-meta

Differential Revision: D100803807

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180543
Approved by: https://github.com/jeanschmidt",2026-04-20 16:44:51+00:00,42,Sourabh Rohilla,pytorch/pytorch,17,2026,2026-17,1,0.8689,High Burnout
"Refactor duplicated AOTAutograd cache-save checks (#180094)

## Summary
- extract a module-level `_should_save_cache(*compiled_fns)` helper in `torch/_functorch/_aot_autograd/graph_compile.py`
- replace the duplicated inference and autograd `should_save_cache()` closures with the shared helper

## Root cause problem
The cache-save predicate was duplicated in two closures with nearly identical logic. That duplication makes the inference and autograd paths easier to drift apart the next time the save policy changes.

## Proposed fix
Introduce `_should_save_cache(*compiled_fns)` so the policy lives in one place: save immediately when `should_bundle_autograd_cache()` is enabled, otherwise require every compiled function to carry `_fx_graph_cache_key`. Use that helper in both call sites and delete the inline closures.

## Why this is the right long term fix
A shared helper keeps the cache persistence rule consistent across inference and autograd, reduces repeated logic, and makes future policy updates one edit instead of two.

## Testing
- `python3 -m compileall torch/_functorch/_aot_autograd/graph_compile.py`
- `python3` AST verification for helper presence and both call-site replacements
- `git diff --check`
- Runtime PyTorch tests could not run in this environment because there is no built or installed `torch`, and the default Python is also missing basic test dependencies like `typing_extensions`.

Drafted via Codex, published after manual review by @bobrenjc93
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180094
Approved by: https://github.com/aorenste",2026-04-20 16:21:42+00:00,10,Bob Ren,pytorch/pytorch,17,2026,2026-17,3,0.9716,Low Burnout
"Use shared constants for cache key prefixes (#180093)

## Summary
Centralize the shared cache key namespace prefixes in `torch/_inductor/codecache.py` and reuse them from the AOTAutograd cache key builder.

## Root cause
The `""c""` and `""a""` cache key namespace prefixes were hardcoded in separate modules. That duplicated cache infrastructure details across files and made it easy for related cache key builders to drift.

## Proposed fix
Define `FXGRAPH_CACHE_PREFIX = ""c""` and `AOTAUTOGRAD_CACHE_PREFIX = ""a""` in `torch/_inductor/codecache.py`, use `FXGRAPH_CACHE_PREFIX` in `code_hash()`, and import `AOTAUTOGRAD_CACHE_PREFIX` into `autograd_cache.py` for AOTAutograd key construction.

## Why this is the right long term fix
`codecache.py` owns the base cache infrastructure, so keeping the namespace prefixes there gives them a single source of truth and reduces the chance of future cache key inconsistencies.

## Testing
- `python3 -m py_compile torch/_inductor/codecache.py torch/_functorch/_aot_autograd/autograd_cache.py`
- AST validation script checking the new constants and both updated key constructors
- `rg` verification that the old bare `""a""`/`""c""` cache key prefix literals are gone from the touched constructors

Drafted via Codex, published after manual review by @bobrenjc93

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180093
Approved by: https://github.com/aorenste",2026-04-20 16:15:43+00:00,8,bobrenjc93,pytorch/pytorch,17,2026,2026-17,1,0.926,High Burnout
"[Profiler] Add ryanzhang22 as a profiler owner (#180680)

So I get notifications 👍
Pull Request resolved: https://github.com/pytorch/pytorch/pull/180680
Approved by: https://github.com/scotts",2026-04-20 15:58:52+00:00,4,Ryan Zhang,pytorch/pytorch,17,2026,2026-17,2,0.5423,High Burnout
" Fix DTensor Partial placement lost during autograd layout invariant (issue #180486) (#180511)

**Summary** Addresses https://github.com/pytorch/pytorch/issues/180486. When a Replicate DTensor parameter produces a non-contiguous Partial gradient (e.g. via transpose), autograd's clone_obey_contract calls new_empty_strided + copy_ to fix strides. new_empty_strided defaulted to Replicate placement, causing copy_ to trigger an unwanted all-reduce from Partial to Replicate.

Allow new_empty/new_empty_strided to inherit Partial placement from the input when shapes match, since uninitialized memory is immediately overwritten. Other factories (new_zeros, new_ones, new_full) keep the existing Replicate default to avoid incorrect values after reduction.

**Test Cases**
1. pytest /data/users/anshulsi/pytorch/test/distributed/tensor/test_tensor_ops.py -k test_backward_partial_grad_with_transpose

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180511
Approved by: https://github.com/pianpwk",2026-04-16 23:45:05+00:00,93,Anshul Sinha,pytorch/pytorch,16,2026,2026-16,1,0.4019,High Burnout
"[3/N] Use const_data_ptr (#180801)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180801
Approved by: https://github.com/pearu, https://github.com/Skylion007",2026-04-20 15:18:05+00:00,29,Yuanyuan Chen,pytorch/pytorch,17,2026,2026-17,5,0.5423,Low Burnout
"[DeviceMesh] Make the non-overlapping check more strict (#172343)

The current check has two issues:
- It takes `O(world size)` (perhaps even longer?) instead of `O(layout length)`. It is the _only_ remaining operation that takes that long, thus the one we need to fix in order to unlock one of the benefits of CuTe layouts
- It lets slip through some scenarios which I think we should not support (or, at the very least, we should disallow for now and only deliberately enable again once there's a valid use case).

To better explain the second point, let me describe my ""intuition"" of what a DeviceMesh should be:
- we start with `arange(world_size)`,
- we call `view(d1, d2, ...)` on it in order to make it multi-dimensional
- we (potentially) call `permute(a, b, ...)` to reshuffle its dimensions (this is currently not supported, but we've been discussing it for some time)
- we call `flatten(n, m)` on it (potentially multiple times) to combine some dimensions
- we call `select(...)` on it to ""drop"" some dimensions

and ta-dah we've obtained what I imagine when I think about a DeviceMesh!

However currently we allow some DeviceMeshes which cannot be obtained as such. The most glaring example is one with a Layout `(2, 3):(3, 2)`. It corresponds to the following ranks:
```
+---+---+---+
| 0 | 2 | 4 |
+---+---+---+
| 3 | 5 | 7 |
+---+---+---+
```
This corresponds to the ranks `[0, 8)` _without_ 1 and 6. Who would ever need such a thing?

In this PR I make our checks stricter to disallow such a situation and to make the checks themselves run much faster.
Pull Request resolved: https://github.com/pytorch/pytorch/pull/172343
Approved by: https://github.com/fduwjj
ghstack dependencies: #172089",2026-04-17 13:45:03+00:00,28,Luca Wehrstedt,pytorch/pytorch,16,2026,2026-16,2,0.8858,High Burnout
"Enable RUF100 (#180142)

Enables RUF100 which complains about unused ""noqa"" during lint

Pull Request resolved: https://github.com/pytorch/pytorch/pull/180142
Approved by: https://github.com/Lucaskabela",2026-04-20 02:09:08+00:00,98,Aaron Orenstein,pytorch/pytorch,17,2026,2026-17,3,0.2263,Low Burnout
